Word,Part_of_Speech,Audio,Photos
strona,noun,strona.ogg,sides-game-luck-chance.png
znak,noun,znak.ogg,traffic-signs-man-at-work.png
siostra,noun,siostra.ogg,two-sisters.jpg
skóra,noun,skoxra.ogg,skin-hair-arm.jpg
spódnica,noun,spoxdnica.ogg,skirt-pleated.png
niebo,noun,niebo.ogg,atmosphere-blue-sky-clouds.jpg
damska,noun,damska.ogg,bathroom-sign-woman-female.png
męska,noun,meeska.ogg,bathroom-sign-woman-male.jpg
śnieg,noun,sxnieg.ogg,cold-snow-white.jpg
mydło,noun,mydlxo.ogg,soap-bar.jpg
ziemia,noun,ziemia.ogg,field-soil-agriculture.png
żołnierz,noun,zzolxnierz.ogg,isolated-soldier.png
syn,noun,syn.ogg,father-son-hammock-boy.jpg
piosenka,noun,piosenka.ogg,notes-lyrics-song.png
dźwięk,noun,dzxwieek.ogg,"sound-music-audio-icon.png, audio-aural-wave.png"
zupa,noun,zupa.ogg,soup-carrot-ginger-food.jpg
południe,noun,polxudnie.ogg,"compass-gold.png, arrow-directions-downwards-south.svg"
łyżka,noun,lxyzzka.ogg,spoon-cutlery-metal.jpg
sport,noun,sport.ogg,"silhouette-sports-basketball.png, tennis-icon.png, sport-shooting-football-soccer.png"
wiosna,noun,wiosna.ogg,"cherry-tree-flowering-tree-blooming-spring.jpg, season-winter-spring-summer-fall.png"
kwadrat,noun,kwadrat.ogg,square-orange.png
plama,noun,plama.ogg,stain-t-shirt.png
gwiazda,noun,gwiazda.ogg,star-yellow-symbol.png
kamień,noun,kamienx.ogg,rocks-stone-nature.png
stop ,noun,stop .ogg,stop-sign-hand.png
sklep,noun,sklep.ogg,"shopping-supermarket.jpg, store-clothing-shop-bouique.jpg"
ulica,noun,ulica.ogg,architecture-buildings-street.jpg
uczeń,noun,uczenx.ogg,students-classroom.jpg
cukier,noun,cukier.ogg,sugar-spoon.jpg
garnitur,noun,garnitur.ogg,business-suit.jpg
lato,noun,lato.ogg,"beach-family-fun-leisure.jpg, season-winter-spring-summer-fall.png, straw-bales-stubble-agriculture.jpg"
słońce,noun,slxonxce.ogg,sun-happy-sunshine.png
pot,noun,pot.ogg,"sweat-body-fitness.jpg, sweat-sweaty-shirt-back.jpg"
krótka koszulka,noun,kroxtka-koszulka.ogg,tshirt-green.png
stół,noun,stoxlx.ogg,table-grey-silver-flat.png
herbata,noun,herbata.ogg,tea-hot-cup.jpg
nauczyciel,noun,nauczyciel.ogg,school-chemistry-uganda-teacher.jpg
zespół,noun,zespoxlx.ogg,"team-basketball.jpg, indian-hockey-team-berlin-1936.jpg"
łza,noun,lxza.ogg,tear-drop.jpg
telefon,noun,telefon.ogg,phone-dial-old.jpg
telewizja,noun,telewizja.ogg,television-icon.png
temperatura,noun,temperatura.ogg,thermometer-summer.jpg
teatr,noun,teatr.ogg,"metz-france-opera-theatre.jpg, theater-comedy-tragedy-masks.png"
bilet,noun,bilet.ogg,drink-ticket.png
opona,noun,opona.ogg,tire-wheel-car.png
palec (u nogi),noun,palec.ogg,pedicure-toes-foot.png
pomidor,noun,pomidor.ogg,tomato.png
język,noun,jeezyk.ogg,mouth-open-female-tongue.png
narzędzie,noun,narzeedzie.ogg,tools-spanners-hammers.png
ząb,noun,zaab.ogg,dental-care-dental-mascot.png
miasto,noun,miasto.ogg,old-town.jpg
pociąg,noun,pociaag.ogg,railway-bernina-train.jpg
stacja kolejowa,noun,stacja-kolejowa.ogg,train station.jpg
drzewo,noun,drzewo.ogg,tree.png
ciężarówka,noun,cieezzaroxwka.ogg,truck-box-car.png
uniwersytet,noun,uniwersytet.ogg,"university-of-toronto.jpg, university-lecture-hall.jpg, graduation-cap-hat.png"
dolina,noun,dolina.ogg,vietnam-mountains-valley.jpg
ofiara,noun,ofiara.ogg,accident-victim.png
głos,noun,glxos.ogg,speech-icon-voice.png
kelner,noun,kelner.ogg,cartoon-character-waiter.jpg
mur,noun,mur.ogg,"brick-wall.jpg, great-wall-chinese.jpg"
słowo,noun,slxowo.ogg,"learn-word.jpg, dream-word-letters.jpg"
wojna,noun,wojna.ogg,"vickers-machine-gun-passchendaele.jpg, Korean-War-bombing-Wonsan.jpg"
woda,noun,woda.ogg,"faucet-fountain-water.jpg, clean-drop-of-water.jpg"
fala,noun,fala.ogg,wave-water-surf-ocean.jpg
wesele,noun,wesele.ogg,wedding-couple-wedding-party.jpg
tydzień,noun,tydzienx.ogg,days-week.jpg
waga,noun,waga.ogg,weight-kg.png
zachód,noun,zachoxd.ogg,"compass-gold.png, arrow-left-west.svg"
żona,noun,zzona.ogg,family-love-wife.jpg
wiatr,noun,wiatr.ogg,"air-bag-wind-sock.jpg, wind-power-energy.jpg"
okno,noun,okno.ogg,window-wooden.png
wino,noun,wino.ogg,red-wine.jpg
skrzydło,noun,skrzydło.ogg,"wing-angel.png, gray-plane-wing.jpg"
zima,noun,zima.ogg,"snow-woman-winter.jpg, season-winter-spring-summer-fall.png"
kobieta,noun,kobieta.ogg,"woman-wearing-pink.jpg, woman-in-black-scoop-neck-shirt.jpg"
drzewo,noun,drzewo.ogg,wood-board-batten.png
świat  ,noun,sxwiat.ogg,map-of-the-world.jpg
ogródek,noun,ogroxdek.ogg,garden-summer-front-yard.jpg
rok,noun,rok.ogg,new-year-clip-art.jpg
warzywo,noun,warzywo,vegetable-basket.jpg
owoc,noun,owoc,fruit-bowl.jpg
